RECN,ID,TIME,CMT,EVID,AMT,DV,LNDV,FLAG,DGRP,ROUTE,BW,ADA,SPEC,CMPD
1385,234,240,2,0,0,0,0,1,0.6,2,0.02,1,4,1
1386,234,336,2,0,0,0,0,1,0.6,2,0.02,1,4,1
1387,253,0,1,1,9,0,0,0,9,1,3,0,2,2
1388,253,0.083,2,0,0,44.558,3.7968,0,9,1,3,0,2,2
1389,253,0.5,2,0,0,11.405,2.434,0,9,1,3,0,2,2
1390,253,1,2,0,0,35.475,3.5688,0,9,1,3,0,2,2
1391,253,2,2,0,0,8.1103,2.0931,0,9,1,3,0,2,2
1392,253,4,2,0,0,7.716,2.0433,0,9,1,3,0,2,2
1393,253,24,2,0,0,3.4945,1.2512,0,9,1,3,0,2,2
1394,253,48,2,0,0,0.73783,-0.30404,0,9,1,3,0,2,2
1395,253,144,2,0,0,0,0,1,9,1,3,0,2,2
1396,253,240,2,0,0,0,0,1,9,1,3,0,2,2
1397,253,336,2,0,0,0,0,1,9,1,3,0,2,2
1398,254,0,1,1,0.9,0,0,0,0.9,1,0.3,0,3,2
1399,254,0.083,2,0,0,86.945,4.4653,0,0.9,1,0.3,0,3,2
1400,254,0.5,2,0,0,30.088,3.4041,0,0.9,1,0.3,0,3,2
1401,254,1,2,0,0,24.573,3.2016,0,0.9,1,0.3,0,3,2
1402,254,2,2,0,0,7.0115,1.9475,0,0.9,1,0.3,0,3,2
1403,254,4,2,0,0,11.613,2.4521,0,0.9,1,0.3,0,3,2
1404,254,24,2,0,0,0.88162,-0.126,0,0.9,1,0.3,0,3,2
1405,254,48,2,0,0,0.12296,-2.0959,0,0.9,1,0.3,0,3,2
1406,254,144,2,0,0,0,0,1,0.9,1,0.3,0,3,2
1407,254,240,2,0,0,0,0,1,0.9,1,0.3,0,3,2
1408,254,336,2,0,0,0,0,1,0.9,1,0.3,0,3,2
1409,255,0,1,1,0.06,0,0,0,0.06,1,0.02,0,4,2
1410,255,0.083,2,0,0,74.194,4.3067,0,0.06,1,0.02,0,4,2
1411,255,0.5,2,0,0,16.334,2.7933,0,0.06,1,0.02,0,4,2
1412,255,1,2,0,0,14.179,2.6517,0,0.06,1,0.02,0,4,2
1413,255,2,2,0,0,7.908,2.0679,0,0.06,1,0.02,0,4,2
1414,255,4,2,0,0,3.9665,1.3779,0,0.06,1,0.02,0,4,2
1415,255,24,2,0,0,0,0,1,0.06,1,0.02,0,4,2
1416,255,48,2,0,0,0,0,1,0.06,1,0.02,0,4,2
1417,255,144,2,0,0,0,0,1,0.06,1,0.02,0,4,2
1418,255,240,2,0,0,0,0,1,0.06,1,0.02,0,4,2
1419,255,336,2,0,0,0,0,1,0.06,1,0.02,0,4,2
1420,256,0,1,1,30,0,0,0,30,1,3,0,2,2
1421,256,0.083,2,0,0,136.14,4.9137,0,30,1,3,0,2,2
1422,256,0.5,2,0,0,155.6,5.0473,0,30,1,3,0,2,2
1423,256,1,2,0,0,127.51,4.8482,0,30,1,3,0,2,2
1424,256,2,2,0,0,12.314,2.5107,0,30,1,3,0,2,2
1425,256,4,2,0,0,33.78,3.5199,0,30,1,3,0,2,2
1426,256,24,2,0,0,3.9089,1.3633,0,30,1,3,0,2,2
1427,256,48,2,0,0,0.61703,-0.48284,0,30,1,3,0,2,2
1428,256,144,2,0,0,0,0,1,30,1,3,0,2,2
1429,256,240,2,0,0,0,0,1,30,1,3,0,2,2
1430,256,336,2,0,0,0,0,1,30,1,3,0,2,2
1431,257,0,1,1,3,0,0,0,3,1,0.3,0,3,2
1432,257,0.083,2,0,0,181.82,5.203,0,3,1,0.3,0,3,2
1433,257,0.5,2,0,0,81.602,4.4018,0,3,1,0.3,0,3,2
1434,257,1,2,0,0,84.321,4.4346,0,3,1,0.3,0,3,2
1435,257,2,2,0,0,46.67,3.8431,0,3,1,0.3,0,3,2
1436,257,4,2,0,0,32.086,3.4684,0,3,1,0.3,0,3,2
1437,257,24,2,0,0,7.0054,1.9467,0,3,1,0.3,0,3,2
1438,257,48,2,0,0,3.5699,1.2725,0,3,1,0.3,0,3,2
1439,257,144,2,0,0,0,0,1,3,1,0.3,0,3,2
1440,257,240,2,0,0,0,0,1,3,1,0.3,0,3,2
1441,257,336,2,0,0,0,0,1,3,1,0.3,0,3,2
1442,258,0,1,1,0.2,0,0,0,0.2,1,0.02,0,4,2
1443,258,0.083,2,0,0,173.18,5.1544,0,0.2,1,0.02,0,4,2
1444,258,0.5,2,0,0,33.63,3.5154,0,0.2,1,0.02,0,4,2
1445,258,1,2,0,0,30.062,3.4033,0,0.2,1,0.02,0,4,2
1446,258,2,2,0,0,14.341,2.6632,0,0.2,1,0.02,0,4,2
1447,258,4,2,0,0,17.342,2.8531,0,0.2,1,0.02,0,4,2
1448,258,24,2,0,0,0.11605,-2.1537,0,0.2,1,0.02,0,4,2
1449,258,48,2,0,0,0,0,1,0.2,1,0.02,0,4,2
1450,258,144,2,0,0,0,0,1,0.2,1,0.02,0,4,2
1451,258,240,2,0,0,0,0,1,0.2,1,0.02,0,4,2
1452,258,336,2,0,0,0,0,1,0.2,1,0.02,0,4,2
1453,259,0,1,1,90,0,0,0,90,1,3,0,2,2
1454,259,0.083,2,0,0,488.75,6.1918,0,90,1,3,0,2,2
1455,259,0.5,2,0,0,576.96,6.3578,0,90,1,3,0,2,2
1456,259,1,2,0,0,320.91,5.7712,0,90,1,3,0,2,2
1457,259,2,2,0,0,138.93,4.9339,0,90,1,3,0,2,2
1458,259,4,2,0,0,99.822,4.6034,0,90,1,3,0,2,2
1459,259,24,2,0,0,21.506,3.0683,0,90,1,3,0,2,2
1460,259,48,2,0,0,5.1613,1.6412,0,90,1,3,0,2,2
1461,259,144,2,0,0,0,0,1,90,1,3,0,2,2
1462,259,240,2,0,0,0,0,1,90,1,3,0,2,2
1463,259,336,2,0,0,0,0,1,90,1,3,0,2,2
1464,260,0,1,1,9,0,0,0,9,1,0.3,0,3,2
1465,260,0.083,2,0,0,944.32,6.8505,0,9,1,0.3,0,3,2
1466,260,0.5,2,0,0,331.27,5.8029,0,9,1,0.3,0,3,2
1467,260,1,2,0,0,217.7,5.3831,0,9,1,0.3,0,3,2
1468,260,2,2,0,0,67.681,4.2148,0,9,1,0.3,0,3,2
1469,260,4,2,0,0,96.397,4.5685,0,9,1,0.3,0,3,2
1470,260,24,2,0,0,19.33,2.9617,0,9,1,0.3,0,3,2
1471,260,48,2,0,0,1.4266,0.35532,0,9,1,0.3,0,3,2
1472,260,144,2,0,0,0,0,1,9,1,0.3,0,3,2
1473,260,240,2,0,0,0,0,1,9,1,0.3,0,3,2
1474,260,336,2,0,0,0,0,1,9,1,0.3,0,3,2
1475,261,0,1,1,0.6,0,0,0,0.6,1,0.02,0,4,2
1476,261,0.083,2,0,0,388.71,5.9628,0,0.6,1,0.02,0,4,2
1477,261,0.5,2,0,0,222.21,5.4036,0,0.6,1,0.02,0,4,2
1478,261,1,2,0,0,82.823,4.4167,0,0.6,1,0.02,0,4,2
1479,261,2,2,0,0,31.512,3.4504,0,0.6,1,0.02,0,4,2
1480,261,4,2,0,0,30.528,3.4186,0,0.6,1,0.02,0,4,2
1481,261,24,2,0,0,0.43986,-0.8213,0,0.6,1,0.02,0,4,2
1482,261,48,2,0,0,0,0,1,0.6,1,0.02,0,4,2
1483,261,144,2,0,0,0,0,1,0.6,1,0.02,0,4,2
1484,261,240,2,0,0,0,0,1,0.6,1,0.02,0,4,2
1485,261,336,2,0,0,0,0,1,0.6,1,0.02,0,4,2
1486,262,0,2,1,9,0,0,0,9,2,3,0,2,2
1487,262,0.083,2,0,0,0.18326,-1.6968,0,9,2,3,0,2,2
1488,262,0.5,2,0,0,0.74483,-0.29461,0,9,2,3,0,2,2
1489,262,1,2,0,0,1.6536,0.50295,0,9,2,3,0,2,2
1490,262,2,2,0,0,1.8532,0.61693,0,9,2,3,0,2,2
1491,262,4,2,0,0,2.8447,1.0454,0,9,2,3,0,2,2
1492,262,24,2,0,0,2.8357,1.0423,0,9,2,3,0,2,2
1493,262,48,2,0,0,2.1822,0.78034,0,9,2,3,0,2,2
1494,262,144,2,0,0,0.054592,-2.9079,0,9,2,3,0,2,2
1495,262,240,2,0,0,0,0,1,9,2,3,0,2,2
1496,262,336,2,0,0,0,0,1,9,2,3,0,2,2
1497,263,0,2,1,0.9,0,0,0,0.9,2,0.3,0,3,2
1498,263,0.083,2,0,0,0.20714,-1.5744,0,0.9,2,0.3,0,3,2
1499,263,0.5,2,0,0,1.1869,0.17137,0,0.9,2,0.3,0,3,2
1500,263,1,2,0,0,2.453,0.89731,0,0.9,2,0.3,0,3,2
1501,263,2,2,0,0,1.786,0.57999,0,0.9,2,0.3,0,3,2
1502,263,4,2,0,0,2.0501,0.7179,0,0.9,2,0.3,0,3,2
1503,263,24,2,0,0,2.0242,0.70519,0,0.9,2,0.3,0,3,2
1504,263,48,2,0,0,0.37086,-0.99194,0,0.9,2,0.3,0,3,2
1505,263,144,2,0,0,0,0,1,0.9,2,0.3,0,3,2
1506,263,240,2,0,0,0,0,1,0.9,2,0.3,0,3,2
1507,263,336,2,0,0,0,0,1,0.9,2,0.3,0,3,2
1508,264,0,2,1,0.06,0,0,0,0.06,2,0.02,0,4,2
1509,264,0.083,2,0,0,0.29188,-1.2314,0,0.06,2,0.02,0,4,2
1510,264,0.5,2,0,0,0.73554,-0.30715,0,0.06,2,0.02,0,4,2
1511,264,1,2,0,0,0.68342,-0.38065,0,0.06,2,0.02,0,4,2
1512,264,2,2,0,0,1.2708,0.23968,0,0.06,2,0.02,0,4,2
1513,264,4,2,0,0,0.57686,-0.55016,0,0.06,2,0.02,0,4,2
1514,264,24,2,0,0,0.48867,-0.71607,0,0.06,2,0.02,0,4,2
1515,264,48,2,0,0,0.084458,-2.4715,0,0.06,2,0.02,0,4,2
1516,264,144,2,0,0,0,0,1,0.06,2,0.02,0,4,2
1517,264,240,2,0,0,0,0,1,0.06,2,0.02,0,4,2
1518,264,336,2,0,0,0,0,1,0.06,2,0.02,0,4,2
1519,265,0,2,1,30,0,0,0,30,2,3,0,2,2
1520,265,0.083,2,0,0,0.32751,-1.1162,0,30,2,3,0,2,2
1521,265,0.5,2,0,0,1.4529,0.37354,0,30,2,3,0,2,2
1522,265,1,2,0,0,8.9602,2.1928,0,30,2,3,0,2,2
1523,265,2,2,0,0,7.3492,1.9946,0,30,2,3,0,2,2
1524,265,4,2,0,0,6.9912,1.9447,0,30,2,3,0,2,2
1525,265,24,2,0,0,5.4627,1.6979,0,30,2,3,0,2,2
1526,265,48,2,0,0,2.2703,0.81991,0,30,2,3,0,2,2
1527,265,144,2,0,0,0,0,1,30,2,3,0,2,2
1528,265,240,2,0,0,0,0,1,30,2,3,0,2,2
1529,265,336,2,0,0,0,0,1,30,2,3,0,2,2
1530,266,0,2,1,3,0,0,0,3,2,0.3,0,3,2
1531,266,0.083,2,0,0,1.2869,0.25226,0,3,2,0.3,0,3,2
1532,266,0.5,2,0,0,5.4223,1.6905,0,3,2,0.3,0,3,2
1533,266,1,2,0,0,11.029,2.4006,0,3,2,0.3,0,3,2
1534,266,2,2,0,0,9.0791,2.206,0,3,2,0.3,0,3,2
1535,266,4,2,0,0,9.2397,2.2235,0,3,2,0.3,0,3,2
1536,266,24,2,0,0,2.6315,0.96755,0,3,2,0.3,0,3,2
1537,266,48,2,0,0,0.69836,-0.35902,0,3,2,0.3,0,3,2
1538,266,144,2,0,0,0,0,1,3,2,0.3,0,3,2
1539,266,240,2,0,0,0,0,1,3,2,0.3,0,3,2
1540,266,336,2,0,0,0,0,1,3,2,0.3,0,3,2
1541,267,0,2,1,0.2,0,0,0,0.2,2,0.02,0,4,2
1542,267,0.083,2,0,0,0.35756,-1.0285,0,0.2,2,0.02,0,4,2
1543,267,0.5,2,0,0,1.3158,0.27447,0,0.2,2,0.02,0,4,2
1544,267,1,2,0,0,1.8282,0.60331,0,0.2,2,0.02,0,4,2
1545,267,2,2,0,0,1.7822,0.57785,0,0.2,2,0.02,0,4,2
1546,267,4,2,0,0,2.9671,1.0876,0,0.2,2,0.02,0,4,2
1547,267,24,2,0,0,3.2571,1.1809,0,0.2,2,0.02,0,4,2
1548,267,48,2,0,0,0.73685,-0.30537,0,0.2,2,0.02,0,4,2
1549,267,144,2,0,0,0,0,1,0.2,2,0.02,0,4,2
1550,267,240,2,0,0,0,0,1,0.2,2,0.02,0,4,2
1551,267,336,2,0,0,0,0,1,0.2,2,0.02,0,4,2
1552,268,0,2,1,90,0,0,0,90,2,3,0,2,2
1553,268,0.083,2,0,0,1.275,0.24291,0,90,2,3,0,2,2
1554,268,0.5,2,0,0,0,0,1,90,2,3,0,2,2
1555,268,1,2,0,0,15.457,2.7381,0,90,2,3,0,2,2
1556,268,2,2,0,0,24.363,3.1931,0,90,2,3,0,2,2
1557,268,4,2,0,0,19.052,2.9472,0,90,2,3,0,2,2
1558,268,24,2,0,0,52.081,3.9528,0,90,2,3,0,2,2
1559,268,48,2,0,0,20.966,3.0429,0,90,2,3,0,2,2
1560,268,144,2,0,0,0.93769,-0.064333,0,90,2,3,0,2,2
1561,268,240,2,0,0,0,0,1,90,2,3,0,2,2
1562,268,336,2,0,0,0,0,1,90,2,3,0,2,2
1563,269,0,2,1,9,0,0,0,9,2,0.3,0,3,2
1564,269,0.083,2,0,0,1.4448,0.36798,0,9,2,0.3,0,3,2
1565,269,0.5,2,0,0,8.1337,2.096,0,9,2,0.3,0,3,2
1566,269,1,2,0,0,11.11,2.4078,0,9,2,0.3,0,3,2
1567,269,2,2,0,0,12.838,2.5524,0,9,2,0.3,0,3,2
1568,269,4,2,0,0,18.015,2.8912,0,9,2,0.3,0,3,2
1569,269,24,2,0,0,11.06,2.4033,0,9,2,0.3,0,3,2
1570,269,48,2,0,0,6.8016,1.9172,0,9,2,0.3,0,3,2
1571,269,144,2,0,0,0,0,1,9,2,0.3,0,3,2
1572,269,240,2,0,0,0,0,1,9,2,0.3,0,3,2
1573,269,336,2,0,0,0,0,1,9,2,0.3,0,3,2
1574,270,0,2,1,0.6,0,0,0,0.6,2,0.02,0,4,2
1575,270,0.083,2,0,0,1.2951,0.25858,0,0.6,2,0.02,0,4,2
1576,270,0.5,2,0,0,2.7431,1.0091,0,0.6,2,0.02,0,4,2
1577,270,1,2,0,0,9.7559,2.2779,0,0.6,2,0.02,0,4,2
1578,270,2,2,0,0,7.2698,1.9837,0,0.6,2,0.02,0,4,2
1579,270,4,2,0,0,11.835,2.4711,0,0.6,2,0.02,0,4,2
1580,270,24,2,0,0,8.6312,2.1554,0,0.6,2,0.02,0,4,2
1581,270,48,2,0,0,0.69702,-0.36094,0,0.6,2,0.02,0,4,2
1582,270,144,2,0,0,0.052255,-2.9516,0,0.6,2,0.02,0,4,2
1583,270,240,2,0,0,0,0,1,0.6,2,0.02,0,4,2
1584,270,336,2,0,0,0,0,1,0.6,2,0.02,0,4,2
1585,289,0,1,1,9,0,0,0,9,1,3,0,2,1
1586,289,0.083,2,0,0,68.129,4.2214,0,9,1,3,0,2,1
1587,289,0.5,2,0,0,42.596,3.7518,0,9,1,3,0,2,1
1588,289,1,2,0,0,42.217,3.7428,0,9,1,3,0,2,1
1589,289,2,2,0,0,25.119,3.2236,0,9,1,3,0,2,1
1590,289,4,2,0,0,45.056,3.8079,0,9,1,3,0,2,1
1591,289,24,2,0,0,16.929,2.8291,0,9,1,3,0,2,1
1592,289,48,2,0,0,0,0,1,9,1,3,0,2,1
1593,289,144,2,0,0,0,0,1,9,1,3,0,2,1
1594,289,240,2,0,0,0,0,1,9,1,3,0,2,1
1595,289,336,2,0,0,0,0,1,9,1,3,0,2,1
1596,290,0,1,1,0.9,0,0,0,0.9,1,0.3,0,3,1
1597,290,0.083,2,0,0,50.299,3.918,0,0.9,1,0.3,0,3,1
1598,290,0.5,2,0,0,38.185,3.6424,0,0.9,1,0.3,0,3,1
1599,290,1,2,0,0,50.372,3.9194,0,0.9,1,0.3,0,3,1
1600,290,2,2,0,0,66.975,4.2043,0,0.9,1,0.3,0,3,1
1601,290,4,2,0,0,46.437,3.8381,0,0.9,1,0.3,0,3,1
1602,290,24,2,0,0,32.24,3.4732,0,0.9,1,0.3,0,3,1
1603,290,48,2,0,0,11.407,2.4342,0,0.9,1,0.3,0,3,1
1604,290,144,2,0,0,13.502,2.6028,0,0.9,1,0.3,0,3,1
1605,290,240,2,0,0,4.5815,1.522,0,0.9,1,0.3,0,3,1
1606,290,336,2,0,0,1.1341,0.12588,0,0.9,1,0.3,0,3,1
1607,291,0,1,1,0.06,0,0,0,0.06,1,0.02,0,4,1
1608,291,0.083,2,0,0,69.685,4.244,0,0.06,1,0.02,0,4,1
1609,291,0.5,2,0,0,57.178,4.0462,0,0.06,1,0.02,0,4,1
1610,291,1,2,0,0,48.968,3.8912,0,0.06,1,0.02,0,4,1
1611,291,2,2,0,0,122.15,4.8052,0,0.06,1,0.02,0,4,1
1612,291,4,2,0,0,49.915,3.9103,0,0.06,1,0.02,0,4,1
1613,291,24,2,0,0,15.533,2.743,0,0.06,1,0.02,0,4,1
1614,291,48,2,0,0,21.951,3.0888,0,0.06,1,0.02,0,4,1
1615,291,144,2,0,0,4.3264,1.4647,0,0.06,1,0.02,0,4,1
1616,291,240,2,0,0,2.0573,0.72138,0,0.06,1,0.02,0,4,1
1617,291,336,2,0,0,0.65183,-0.42797,0,0.06,1,0.02,0,4,1
1618,292,0,1,1,30,0,0,0,30,1,3,0,2,1
1619,292,0.083,2,0,0,243.3,5.4943,0,30,1,3,0,2,1
1620,292,0.5,2,0,0,314.22,5.7501,0,30,1,3,0,2,1
1621,292,1,2,0,0,268.75,5.5938,0,30,1,3,0,2,1
1622,292,2,2,0,0,274.04,5.6133,0,30,1,3,0,2,1
1623,292,4,2,0,0,64.047,4.1596,0,30,1,3,0,2,1
1624,292,24,2,0,0,124.62,4.8252,0,30,1,3,0,2,1
1625,292,48,2,0,0,100.53,4.6104,0,30,1,3,0,2,1
1626,292,144,2,0,0,16.562,2.8071,0,30,1,3,0,2,1
1627,292,240,2,0,0,0.069726,-2.6632,0,30,1,3,0,2,1
1628,292,336,2,0,0,0,0,1,30,1,3,0,2,1
1629,293,0,1,1,3,0,0,0,3,1,0.3,0,3,1
1630,293,0.083,2,0,0,124.78,4.8266,0,3,1,0.3,0,3,1
1631,293,0.5,2,0,0,213.68,5.3645,0,3,1,0.3,0,3,1
1632,293,1,2,0,0,195.92,5.2777,0,3,1,0.3,0,3,1
1633,293,2,2,0,0,162.74,5.0922,0,3,1,0.3,0,3,1
1634,293,4,2,0,0,235,5.4596,0,3,1,0.3,0,3,1
1635,293,24,2,0,0,40.719,3.7067,0,3,1,0.3,0,3,1
1636,293,48,2,0,0,50.554,3.923,0,3,1,0.3,0,3,1
1637,293,144,2,0,0,42.314,3.7451,0,3,1,0.3,0,3,1
1638,293,240,2,0,0,24.126,3.1833,0,3,1,0.3,0,3,1
1639,293,336,2,0,0,7.9364,2.0715,0,3,1,0.3,0,3,1
1640,294,0,1,1,0.2,0,0,0,0.2,1,0.02,0,4,1
1641,294,0.083,2,0,0,403.2,5.9994,0,0.2,1,0.02,0,4,1
1642,294,0.5,2,0,0,246.04,5.5055,0,0.2,1,0.02,0,4,1
1643,294,1,2,0,0,347.88,5.8519,0,0.2,1,0.02,0,4,1
1644,294,2,2,0,0,341.78,5.8342,0,0.2,1,0.02,0,4,1
1645,294,4,2,0,0,269.33,5.5959,0,0.2,1,0.02,0,4,1
1646,294,24,2,0,0,103.63,4.6408,0,0.2,1,0.02,0,4,1
1647,294,48,2,0,0,71.977,4.2763,0,0.2,1,0.02,0,4,1
1648,294,144,2,0,0,36.637,3.6011,0,0.2,1,0.02,0,4,1
1649,294,240,2,0,0,11.529,2.4449,0,0.2,1,0.02,0,4,1
1650,294,336,2,0,0,6.9359,1.9367,0,0.2,1,0.02,0,4,1
1651,295,0,1,1,90,0,0,0,90,1,3,0,2,1
1652,295,0.083,2,0,0,670.98,6.5087,0,90,1,3,0,2,1
1653,295,0.5,2,0,0,446.39,6.1012,0,90,1,3,0,2,1
1654,295,1,2,0,0,328.4,5.7942,0,90,1,3,0,2,1
1655,295,2,2,0,0,541.69,6.2947,0,90,1,3,0,2,1
1656,295,4,2,0,0,649.63,6.4764,0,90,1,3,0,2,1
1657,295,24,2,0,0,258.95,5.5566,0,90,1,3,0,2,1
1658,295,48,2,0,0,233.76,5.4543,0,90,1,3,0,2,1
1659,295,144,2,0,0,46.612,3.8418,0,90,1,3,0,2,1
1660,295,240,2,0,0,3.4563,1.2402,0,90,1,3,0,2,1
1661,295,336,2,0,0,0,0,1,90,1,3,0,2,1
1662,296,0,1,1,9,0,0,0,9,1,0.3,1,3,1
1663,296,0.083,2,0,0,655.04,6.4847,0,9,1,0.3,1,3,1
1664,296,0.5,2,0,0,939.13,6.845,0,9,1,0.3,1,3,1
1665,296,1,2,0,0,275.87,5.6199,0,9,1,0.3,1,3,1
1666,296,2,2,0,0,833.86,6.7261,0,9,1,0.3,1,3,1
1667,296,4,2,0,0,660.1,6.4924,0,9,1,0.3,1,3,1
1668,296,24,2,0,0,252.57,5.5317,0,9,1,0.3,1,3,1
1669,296,48,2,0,0,246.44,5.5071,0,9,1,0.3,1,3,1
1670,296,144,2,0,0,0.97248,-0.027908,0,9,1,0.3,1,3,1
1671,296,240,2,0,0,0,0,1,9,1,0.3,1,3,1
1672,296,336,2,0,0,0,0,1,9,1,0.3,1,3,1
1673,297,0,1,1,0.6,0,0,0,0.6,1,0.02,0,4,1
1674,297,0.083,2,0,0,471.84,6.1566,0,0.6,1,0.02,0,4,1
1675,297,0.5,2,0,0,276.41,5.6219,0,0.6,1,0.02,0,4,1
1676,297,1,2,0,0,486.01,6.1862,0,0.6,1,0.02,0,4,1
1677,297,2,2,0,0,443.2,6.094,0,0.6,1,0.02,0,4,1
1678,297,4,2,0,0,336.53,5.8187,0,0.6,1,0.02,0,4,1
1679,297,24,2,0,0,172.53,5.1506,0,0.6,1,0.02,0,4,1
1680,297,48,2,0,0,100.36,4.6088,0,0.6,1,0.02,0,4,1
1681,297,144,2,0,0,37.303,3.6191,0,0.6,1,0.02,0,4,1
1682,297,240,2,0,0,9.8987,2.2924,0,0.6,1,0.02,0,4,1
1683,297,336,2,0,0,1.6027,0.47166,0,0.6,1,0.02,0,4,1
1684,298,0,2,1,9,0,0,0,9,2,3,1,2,1
1685,298,0.083,2,0,0,0.61361,-0.48839,0,9,2,3,1,2,1
1686,298,0.5,2,0,0,4.0202,1.3913,0,9,2,3,1,2,1
1687,298,1,2,0,0,5.9206,1.7784,0,9,2,3,1,2,1
1688,298,2,2,0,0,9.117,2.2101,0,9,2,3,1,2,1
1689,298,4,2,0,0,20.596,3.0251,0,9,2,3,1,2,1
1690,298,24,2,0,0,15.787,2.7592,0,9,2,3,1,2,1
1691,298,48,2,0,0,0,0,1,9,2,3,1,2,1
1692,298,144,2,0,0,0,0,1,9,2,3,1,2,1
1693,298,240,2,0,0,0,0,1,9,2,3,1,2,1
1694,298,336,2,0,0,0,0,1,9,2,3,1,2,1
1695,299,0,2,1,0.9,0,0,0,0.9,2,0.3,0,3,1
1696,299,0.083,2,0,0,0.58942,-0.52862,0,0.9,2,0.3,0,3,1
1697,299,0.5,2,0,0,5.1434,1.6377,0,0.9,2,0.3,0,3,1
1698,299,1,2,0,0,3.3928,1.2217,0,0.9,2,0.3,0,3,1
1699,299,2,2,0,0,15.583,2.7462,0,0.9,2,0.3,0,3,1
1700,299,4,2,0,0,33.364,3.5075,0,0.9,2,0.3,0,3,1
1701,299,24,2,0,0,9.4507,2.2461,0,0.9,2,0.3,0,3,1
1702,299,48,2,0,0,20.925,3.0409,0,0.9,2,0.3,0,3,1
1703,299,144,2,0,0,13.435,2.5979,0,0.9,2,0.3,0,3,1
1704,299,240,2,0,0,6.6823,1.8995,0,0.9,2,0.3,0,3,1
1705,299,336,2,0,0,2.6809,0.98614,0,0.9,2,0.3,0,3,1
1706,300,0,2,1,0.06,0,0,0,0.06,2,0.02,1,4,1
1707,300,0.083,2,0,0,0.47765,-0.73887,0,0.06,2,0.02,1,4,1
1708,300,0.5,2,0,0,1.3612,0.30839,0,0.06,2,0.02,1,4,1
1709,300,1,2,0,0,2.3734,0.86434,0,0.06,2,0.02,1,4,1
1710,300,2,2,0,0,9.4417,2.2451,0,0.06,2,0.02,1,4,1
1711,300,4,2,0,0,19.72,2.9816,0,0.06,2,0.02,1,4,1
1712,300,24,2,0,0,15.179,2.7199,0,0.06,2,0.02,1,4,1
1713,300,48,2,0,0,16.718,2.8165,0,0.06,2,0.02,1,4,1
1714,300,144,2,0,0,0,0,1,0.06,2,0.02,1,4,1
1715,300,240,2,0,0,0,0,1,0.06,2,0.02,1,4,1
1716,300,336,2,0,0,0,0,1,0.06,2,0.02,1,4,1
1717,301,0,2,1,30,0,0,0,30,2,3,0,2,1
1718,301,0.083,2,0,0,0.55775,-0.58384,0,30,2,3,0,2,1
1719,301,0.5,2,0,0,1.647,0.49898,0,30,2,3,0,2,1
1720,301,1,2,0,0,6.7004,1.9022,0,30,2,3,0,2,1
1721,301,2,2,0,0,13.664,2.6148,0,30,2,3,0,2,1
1722,301,4,2,0,0,44.211,3.789,0,30,2,3,0,2,1
1723,301,24,2,0,0,84.706,4.4392,0,30,2,3,0,2,1
1724,301,48,2,0,0,32.522,3.4819,0,30,2,3,0,2,1
1725,301,144,2,0,0,9.5927,2.261,0,30,2,3,0,2,1
1726,301,240,2,0,0,0,0,1,30,2,3,0,2,1
1727,301,336,2,0,0,0,0,1,30,2,3,0,2,1
1728,302,0,2,1,3,0,0,0,3,2,0.3,1,3,1
1729,302,0.083,2,0,0,2.7972,1.0286,0,3,2,0.3,1,3,1
1730,302,0.5,2,0,0,18.712,2.9292,0,3,2,0.3,1,3,1
1731,302,1,2,0,0,37.224,3.6169,0,3,2,0.3,1,3,1
1732,302,2,2,0,0,57.511,4.052,0,3,2,0.3,1,3,1
1733,302,4,2,0,0,90.578,4.5062,0,3,2,0.3,1,3,1
1734,302,24,2,0,0,117.27,4.7645,0,3,2,0.3,1,3,1
1735,302,48,2,0,0,31.844,3.4609,0,3,2,0.3,1,3,1
1736,302,144,2,0,0,0.37988,-0.96789,0,3,2,0.3,1,3,1
1737,302,240,2,0,0,0,0,1,3,2,0.3,1,3,1
1738,302,336,2,0,0,0,0,1,3,2,0.3,1,3,1
1739,303,0,2,1,0.2,0,0,0,0.2,2,0.02,1,4,1
1740,303,0.083,2,0,0,3.0694,1.1215,0,0.2,2,0.02,1,4,1
1741,303,0.5,2,0,0,12.54,2.5289,0,0.2,2,0.02,1,4,1
1742,303,1,2,0,0,27.571,3.3168,0,0.2,2,0.02,1,4,1
1743,303,2,2,0,0,16.37,2.7954,0,0.2,2,0.02,1,4,1
1744,303,4,2,0,0,31.262,3.4424,0,0.2,2,0.02,1,4,1
1745,303,24,2,0,0,60.236,4.0983,0,0.2,2,0.02,1,4,1
1746,303,48,2,0,0,8.123,2.0947,0,0.2,2,0.02,1,4,1
1747,303,144,2,0,0,0,0,1,0.2,2,0.02,1,4,1
1748,303,240,2,0,0,0,0,1,0.2,2,0.02,1,4,1
1749,303,336,2,0,0,0,0,1,0.2,2,0.02,1,4,1
1750,304,0,2,1,90,0,0,0,90,2,3,0,2,1
1751,304,0.083,2,0,0,9.6883,2.2709,0,90,2,3,0,2,1
1752,304,0.5,2,0,0,55.503,4.0164,0,90,2,3,0,2,1
1753,304,1,2,0,0,94.03,4.5436,0,90,2,3,0,2,1
1754,304,2,2,0,0,76.144,4.3326,0,90,2,3,0,2,1
1755,304,4,2,0,0,287.05,5.6597,0,90,2,3,0,2,1
1756,304,24,2,0,0,434.9,6.0751,0,90,2,3,0,2,1
